geo,text,user
,RT @SamajwadiUsa: @Sydney_Uni alumni Mr. Akhilesh Yadav is one of a few rare politicians who uses the terminologies from science and econom…,AnujKum63482114
,"RT @OpIndia_com: Akhilesh Yadav’s helicopter was delayed due to high traffic and refuelling, informs Delhi Airport official

https://t.co/R…",RajputS60433432
,"RT @OpIndia_com: Akhilesh Yadav’s helicopter was delayed due to high traffic and refuelling, informs Delhi Airport official

https://t.co/R…",rayshubham94
,"RT @CTRavi_BJP: This battle for Uttar Pradesh is between those who worship Jinnah and those who worship Sardar Patel.

The wise Voters of U…",Pranab_SitaRam
,"RT @OpIndia_com: Akhilesh Yadav’s helicopter was delayed due to high traffic and refuelling, informs Delhi Airport official

https://t.co/R…",singhsidharth11
,"RT @CTRavi_BJP: This battle for Uttar Pradesh is between those who worship Jinnah and those who worship Sardar Patel.

The wise Voters of U…",cpragalathan
,RT @eccentricraj: @OpIndia_com #UttarPradesh #jats #JayantChaudhary #Akhilesh_Yadav fate of #kamleshtiwari or #krishna bharwad same as #Cha…,prkshshr
,"RT @OpIndia_com: Akhilesh Yadav’s helicopter was delayed due to high traffic and refuelling, informs Delhi Airport official

https://t.co/R…",udaydand
,RT @SamajwadiUsa: @Sydney_Uni alumni Mr. Akhilesh Yadav is one of a few rare politicians who uses the terminologies from science and econom…,SHIVSINGH010421
,It would not have been possible without #Akhilesh_Yadav and great #Nehru 😋 https://t.co/14rrQD2YEO,RatanSharda55
,"RT @ndtv: #ElectionsWithNDTV | ""The farmers will show BJP the door this time...BJP keeps slapping cases on political rivals"": Akhilesh Yada…",AhramSiddiqui
,"RT @ashok099: @suhasinih Was not it Akhleish who first brought  Jinnaha in elections 
""Why did Akhilesh Yadav praise Jinnah? - Hindustan Ti…",sakthivel_cit93
,"RT @abravi1: New Alignment: Amit Shah’s Overtures To RLD Leader Jayant Chaudhury Unnerves Akhilesh Yadav - Short Post

@ShortpostIn @liyer…",simkilll
,"RT @OpIndia_com: Akhilesh Yadav’s helicopter was delayed due to high traffic and refuelling, informs Delhi Airport official

https://t.co/R…",Nimbu_Choudhary
,"RT @OpIndia_com: Akhilesh Yadav’s helicopter was delayed due to high traffic and refuelling, informs Delhi Airport official

https://t.co/R…",Nimbarambeni43
,"When history is written, the election of Adityanath as chief minister will go down as one of the darkest days in In… https://t.co/1PV8J9Yvxo",ZeeMohamed_
,"RT @CTRavi_BJP: This battle for Uttar Pradesh is between those who worship Jinnah and those who worship Sardar Patel.

The wise Voters of U…",BGP08
,"Akhilesh Yadav’s helicopter was delayed due to high traffic and refuelling, informs Delhi Airport official

https://t.co/Rl8iNdlDUm",OpIndia_com
,"RT @AbhishBanerj: Liberals today are screaming intolerance because Akhilesh Yadav's helicopter was few minutes late

Same liberals were lau…",Pulippaani
,RT @MeghBulletin: BJP not letting my Chopper to take off from Delhi to Muzaffarnagar for attending a Rally: Akhilesh Yadav,DeepakD09416492
,"RT @CTRavi_BJP: This battle for Uttar Pradesh is between those who worship Jinnah and those who worship Sardar Patel.

The wise Voters of U…",jyotish765
,@yadavakhilesh @jayantrld #akhilesh_yadav never speak of #Pakistan #jinnah pearls of #samajwadiparty… https://t.co/oY6AJLFvgE,eccentricraj
,RT @SamajwadiUsa: @Sydney_Uni alumni Mr. Akhilesh Yadav is one of a few rare politicians who uses the terminologies from science and econom…,unpaidelectron
,RT @SamajwadiUsa: @Sydney_Uni alumni Mr. Akhilesh Yadav is one of a few rare politicians who uses the terminologies from science and econom…,SocialistUmar
,@ani_digital @ANI LeLis crying😭😭😭 intolerance becoz Akhilesh Yadav's chopper was a few minutes late are the same on… https://t.co/9amFRDX5AI,pallavict
,"RT @CTRavi_BJP: This battle for Uttar Pradesh is between those who worship Jinnah and those who worship Sardar Patel.

The wise Voters of U…",sumeetsharma55
,"RT @CTRavi_BJP: This battle for Uttar Pradesh is between those who worship Jinnah and those who worship Sardar Patel.

The wise Voters of U…",literaryspirit2
,RT @SamajwadiUsa: @Sydney_Uni alumni Mr. Akhilesh Yadav is one of a few rare politicians who uses the terminologies from science and econom…,RohitYa75544651
,RT @AMIT_GUJJU: SP president Akhilesh yadav selecting candidates with criminal records to fight election.😹😹 https://t.co/IaIMjxW0yp,DeepakT50699488
,"RT @CTRavi_BJP: This battle for Uttar Pradesh is between those who worship Jinnah and those who worship Sardar Patel.

The wise Voters of U…",Shri25012017
,"@samajwadiparty 
Hon'ble President 
Shree Akhilesh Yadav
I request you to provide the MLA tkt to Formal min.Shree A… https://t.co/MhLoayf4bV",MohdAmirHamza5
,"RT @vikasbha: Govt Sources : Akhilesh Yadav's chopper was held up due to a commercial flight operation,not because of any VVIP movement.",ParthPa07241800
,RT @prafullaketkar: Alt News co-founder Mohammed Zubair spreads fake news to defend Akhilesh Yadav’s #SamajwadiParty  https://t.co/BDxDDB22…,anandsachade
,"RT @CTRavi_BJP: This battle for Uttar Pradesh is between those who worship Jinnah and those who worship Sardar Patel.

The wise Voters of U…",atul_dabbu
,"""BJP insulted farmers here"": Akhilesh Yadav #BJPUP #SamajwadiParty #AkhileshYadav #Assemblypolls #UPassemblypolls https://t.co/CPnydHiVN3",madhyamam_eng
,RT @free_thinker: A fake tweet viral in the name of Akhilesh Yadav falsely portrayed the SP leader calling himself 'Ravan' and Aparna Yadav…,jainanil1968
,"RT @WadehraRajiv: What are the likely results of UP elections?
#UPElection2022 #YogiAdityanath #UPElection2022 #UPElections #ModiDhamiSarka…",WadehraRajiv
,RT @kktotlani: Latest: Neither Akhilesh Yadav's election plan nor his plane is taking off. It is his failure and frustration due to which h…,ArvindT78662935
,"RT @SamajwadiUsa: In the current UP elections, he is the most educated CM candidate and a ray of hope for farmers, students, and the poor.…",171SPLucknow
,RT @SamajwadiUsa: @Sydney_Uni alumni Mr. Akhilesh Yadav is one of a few rare politicians who uses the terminologies from science and econom…,171SPLucknow
,RT @Shehzad_Ind: SP candidate Sanjay Garg has made history sheeter Mohd Haji Idris  his proposer- who is accused of being an ISI agent - In…,mr_aksh_rana
,"RT @CTRavi_BJP: This battle for Uttar Pradesh is between those who worship Jinnah and those who worship Sardar Patel.

The wise Voters of U…",Maddy_Jadhav
,Samajwadi Party chief #AkhileshYadav on Friday slammed the BJP for not fulfilling their promises of doubling farmer… https://t.co/CRxhY3EY0x,Opoyis
,"RT @CTRavi_BJP: This battle for Uttar Pradesh is between those who worship Jinnah and those who worship Sardar Patel.

The wise Voters of U…",NNRN61
,"RT @CTRavi_BJP: This battle for Uttar Pradesh is between those who worship Jinnah and those who worship Sardar Patel.

The wise Voters of U…",Rajit0007
,"RT @zoo_bear: A fake tweet viral in the name of Akhilesh Yadav falsely portrayed the SP leader calling himself 'Ravan' and Aparna Yadav, wh…",rayyan_xj
,"RT @ani_digital: Akhilesh Yadav alleges BJP's hand in chopper delay, demands Election Commission to take cognizance

Read @ANI Story | http…",kavi_starks
,"RT @tariqjawaid: Akhilesh Yadav is OP
Watch Till The End 🤣 https://t.co/ucsZ5ETZG1",iammusafir2
,"RT @gauravbh: Akhilesh Yadav said Pakistan is not a real enemy of India. Besides this, he keeps on chanting “Jinnah” to appease the muslim…",Aksharidwar
,RT @Shehzad_Ind: SP candidate Sanjay Garg has made history sheeter Mohd Haji Idris  his proposer- who is accused of being an ISI agent - In…,RajivPa64534116
,RT @SamajwadiUsa: @Sydney_Uni alumni Mr. Akhilesh Yadav is one of a few rare politicians who uses the terminologies from science and econom…,Soni01Rahul
,RT @Shehzad_Ind: SP candidate Sanjay Garg has made history sheeter Mohd Haji Idris  his proposer- who is accused of being an ISI agent - In…,AlternateWalter
,RT @Shehzad_Ind: SP candidate Sanjay Garg has made history sheeter Mohd Haji Idris  his proposer- who is accused of being an ISI agent - In…,RJNDPatel
,@OpIndia_com #UttarPradesh #jats #JayantChaudhary #Akhilesh_Yadav fate of #kamleshtiwari or #krishna bharwad same a… https://t.co/0dDylkBaxu,eccentricraj
,RT @AMIT_GUJJU: SP president Akhilesh yadav selecting candidates with criminal records to fight election.😹😹 https://t.co/IaIMjxW0yp,brajesh25286
,"BJP retaliates on Akhilesh Yadav’s tweet stopping helicopter, Naqvi said – then you will say that BJP has punctured… https://t.co/YleXzgHRl4",business_khabar
,RT @Shehzad_Ind: SP candidate Sanjay Garg has made history sheeter Mohd Haji Idris  his proposer- who is accused of being an ISI agent - In…,Sanjaysoni32Ss
,RT @SamajwadiUsa: @Sydney_Uni alumni Mr. Akhilesh Yadav is one of a few rare politicians who uses the terminologies from science and econom…,NarsinghYaduva1
,RT @SamajwadiUsa: @Sydney_Uni alumni Mr. Akhilesh Yadav is one of a few rare politicians who uses the terminologies from science and econom…,Amitsin79784775
