geo,text,user
,"RT @manojtrivedibjp: अखिलेश यादव मैनपुरी के करहल विधानसभा से चुनाव लड़ेंगे, जहां 1.5 लाख यादव वोटर हैं 
जब मुखिया ही सुरक्षित सीट ढूंढ रहा…",PrakashD111
,"RT @news4nations: #यूपी_विधानसभा_चुनाव : अखिलेश यादव ने की टीवी चैनलों के ओपिनियन पोल पर रोक लगाने की मांग, ये है वजह
https://t.co/U5xtzpQ5…",BotsHindi
,"RT @aajtak: Exclusive: सपा प्रमुख अखिलेश यादव (@yadavakhilesh) ने मंहगाई और बेरोज़गारी के लिए बीजेपी को ठहराया जिम्मेदार 

@chitraaum | #Sa…",ManojBhartiya10
,RT @SunilYadavBJP: अखिलेश यादव 👇 और योगी जी में यही अंतर है👇 https://t.co/2sPL8awn2Q,Sapna800931
,"RT @janardanmis: अखिलेश यादव का गुमान मिट्टी में मिल गया 

अखिलेश यादव देश से पढाई का गर्व कर के योगी जी को घंटा बजाने वाला बाबा कहते हैं उ…",love0000000004
,RT @SunilYadavBJP: अखिलेश यादव 👇 और योगी जी में यही अंतर है👇 https://t.co/2sPL8awn2Q,vineetpandit100
,RT @AadeshRawal: उन्नाव की रेप पीड़िता ने अपनी मां आशा सिंह के ख़िलाफ़ प्रत्याशी न खड़ा करने के लिए अखिलेश यादव और मायावती का आभार जताया। h…,KK1990007
,"RT @aajtak: Exclusive:अपर्णा यादव के बीजेपी में जाने पर अखिलेश (@yadavakhilesh) बोले, ""मुझे ख़ुशी है इस बात की कि समाजवादी  सिद्धांत भारतीय…",_mithileshyadav
,"RT @kpmaurya1: श्री अखिलेश यादव जी समाजवादी पार्टी गठबंधन के प्रत्याशियों की सूची जारी करो !
क्या बात है जो जनता से छिपा रहे हो,सब जान गए…",89BHUSHAN
,"RT @suryapsingh_IAS: 22 लाख रोज़गार,

300 यूनिट मुफ़्त बिजली,

पुरानी पेंशन स्कीम फिर से लागू।

अखिलेश यादव ने पूरा चुनाव जनहित के मुद्दों…",Shambhoolalsai1
,"RT @Ritesh_Sharma49: इतिहास गवाह है जब जब किसी अहंकारी (अखिलेश यादव) का विनाश का समय आया है, एक रामभक्त (अपर्णा यादव) घर से ही निकला है..!!…",IAMBACK_SANATAN
,"RT @MishriL69264764: #उत्तरप्रदेशरोडवेजराजकीयकरो राष्ट्रीय अध्यक्ष ,  समाजवादी पार्टी,  माननीय अखिलेश यादव जी पूर्व मुख्यमंत्री जी ,अपने चु…",GondYugul
,"RT @AstroGuru_Rjv: अखिलेश यादव, प्रियंका गांधी, योगी आदित्यनाथ, सभी का जन्म वर्ष 1972।
जन्म कुंडली के अनुसार, अखिलेश का बेहतरीन समय, प्रियं…",IA18720526
,RT @iTejbahadur: भावी मुख्यमंत्री आदरणीय अखिलेश यादव जी से मुलाकात कर विशेष मुद्दों पर चर्चा हुई एवं सहमति बनी   उत्तर प्रदेश तमाम शहीद सै…,ManojYa80875894
,RT @AadeshRawal: उन्नाव की रेप पीड़िता ने अपनी मां आशा सिंह के ख़िलाफ़ प्रत्याशी न खड़ा करने के लिए अखिलेश यादव और मायावती का आभार जताया। h…,ra30722751
,RT @AadeshRawal: उन्नाव की रेप पीड़िता ने अपनी मां आशा सिंह के ख़िलाफ़ प्रत्याशी न खड़ा करने के लिए अखिलेश यादव और मायावती का आभार जताया। h…,siddharth95577
,"RT @irahulvalmiki: जितने ""पंडित, ठाकुर, बनिया, हैं! सब मार खायेंगे, अखिलेश यादव जिंदाबाद मुलायम सिंह यादव जिंदाबाद

वाकई सपाईयों का गुंडारा…",vasudevdevap
,"11मार्च को आएंगे अखिलेश यादव ही But🤫
योगी🤳 जी के शपथ ग्रहण समारोह में।
🤣🤣
@BJP4UP @riya @salonium https://t.co/m9ZZNPqqUM",ajay221298
,"RT @harshcha: अखिलेश यादव को समझ आ गया है कि हार का माहौल है प्रदेश में।

@myogiadityanath 
@BJP4UP 

#BJP4UP https://t.co/NxWjEFIRqj",Sapna800931
,"#यूपी_विधानसभा_चुनाव : अखिलेश यादव ने की टीवी चैनलों के ओपिनियन पोल पर रोक लगाने की मांग, ये है वजह… https://t.co/yarzJRpFjT",news4nations
