geo,text,user
,RT @Joydas: Yogi Adityanath had said in an Election Rally that UP is now Role Model for India. Karnataka took it Seriously,madtrijay
,"RT @shantanug_: Came back to Bharat🇮🇳 

3 Weeks l 8000 Kms in USA🇺🇸 l 12+ cities l 50+ events l Met 1000s of Indian Community Leaders,Relig…",MediaResolve
,RT @ANI: Yogi Adityanath is a successful CM. He has done unprecedented work in law &amp; order. He finished 'gunda raj' in UP. State is seeing…,VidyaShanker03
,RT @Joydas: Yogi Adityanath had said in an Election Rally that UP is now Role Model for India. Karnataka took it Seriously,BhandNaastik
,RT @Joydas: Yogi Adityanath had said in an Election Rally that UP is now Role Model for India. Karnataka took it Seriously,shravan32
,"RT @ANINewsUP: During BSP govt, the sugarcane price of Rs 653 cr was paid to the farmers in Rampur, whereas during the BJP govt, Rs 2,400 c…",narne_kumar06
,RT @Joydas: Yogi Adityanath had said in an Election Rally that UP is now Role Model for India. Karnataka took it Seriously,_pandu_gaadu
,"RT @NewsArenaIndia: Uttarakhand News

UP CM Yogi Adityanath will campaign in Roorkee, Kotdwar &amp; Khatima tomorrow.",Dabellycode
,"RT @NewsArenaIndia: Uttarakhand News

UP CM Yogi Adityanath will campaign in Roorkee, Kotdwar &amp; Khatima tomorrow.",Kumar57631150
,"RT @NewsArenaIndia: Uttarakhand News

UP CM Yogi Adityanath will campaign in Roorkee, Kotdwar &amp; Khatima tomorrow.",Triathium173
,"#Lucknow (UP) - The user of a Twitter account called 'Lady Don' tweeted a threat that the vehicles of Chief Minister Yogi Adityanath and other BJP leaders will be blown up with RDX bombs.Everyone will be killed.

#WednesdayMotivation https://t.co/C29PKIAbnF",MogerJayanti
,"RT @NewsArenaIndia: Uttarakhand News

UP CM Yogi Adityanath will campaign in Roorkee, Kotdwar &amp; Khatima tomorrow.",VadakkedathN
,"RT @NewsArenaIndia: Uttarakhand News

UP CM Yogi Adityanath will campaign in Roorkee, Kotdwar &amp; Khatima tomorrow.",General_MaFia3
,"RT @IsmatAraa: The BJP announced a 10-year imprisonment for those engaged in ""Love-Jihad,"" in its manifesto for #UPElections2022. But fact…",Anwer_M85
,"RT @NewsArenaIndia: Uttarakhand News

UP CM Yogi Adityanath will campaign in Roorkee, Kotdwar &amp; Khatima tomorrow.",AmanSin15924547
,"RT @NewsArenaIndia: Uttarakhand News

UP CM Yogi Adityanath will campaign in Roorkee, Kotdwar &amp; Khatima tomorrow.",Vishwaamitra
,"RT @NewsArenaIndia: Uttarakhand News

UP CM Yogi Adityanath will campaign in Roorkee, Kotdwar &amp; Khatima tomorrow.",the_kashiVasi
