geo,text,user
,"RT @ANINewsUP: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad, thi…",ShivamR69133216
,"RT @ANINewsUP: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad, thi…",ShreySribastab
,"RT @i_Abhishek4BJP: That's Enough Reason For Hindus Why We Support Yogi Adityanath Ji 🙏

#UP_को_योगी_पसंद_है https://t.co/U0YxCV5Ige",AshokKu55696605
,"RT @ItsAjay_LD: That's Enough Reason For Hindus Why We Support Yogi Adityanath Ji 🙏

#हिंदुओं_की_आवाज_योगी

@YogiDevnath2 https://t.co/cIqD…",babulal_vasant
,RT @iamFirki: rarely watch political stuff but yday watched lallantop interview of yogi adityanath and i clearly found yogi's clarity of th…,xecular7
,RT @ANINewsUP: Uttar Pradesh CM Yogi Adityanath paid floral tribute to Netaji Subhash Chandra Bose on his 125th birth anniversary in Luckno…,Rjt2190
,"UP Chunav: Yogi Adityanath claims – criminals are migrating from UP, then why the need for Bahu Beti Bachao Abhiyan? https://t.co/1MDqjA8tcP",WorldOpinionInd
,"RT @timesofindia: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad,…",Hindu108
,RT @NewsArenaIndia: Yogi Adityanath : Samajwadi Party should be ready for an embarrassing defeat on 10th March.,Kunjunni1006
,RT @iamFirki: rarely watch political stuff but yday watched lallantop interview of yogi adityanath and i clearly found yogi's clarity of th…,VinayDikshit1
,RT @iamFirki: rarely watch political stuff but yday watched lallantop interview of yogi adityanath and i clearly found yogi's clarity of th…,MaHaRaJ_Ji_
,Present PM Yogi Adityanath wow dailyhunt🤣🤣🤣 https://t.co/pSrlDxuuc8,syedshahabas
,"RT @bijubiswash3940: That's Enough Reason For Hindus Why We Support Yogi Adityanath Ji 🙏

#हिंदुओं_की_आवाज_योगी

@YogiDevnath2 https://t.co…",JayeshKadia5
,"RT @timesofindia: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad,…",BrittoIvor
,"RT @i_Abhishek4BJP: That's Enough Reason For Hindus Why We Support Yogi Adityanath Ji 🙏

#UP_को_योगी_पसंद_है https://t.co/U0YxCV5Ige",Abshk19
,RT @iamFirki: rarely watch political stuff but yday watched lallantop interview of yogi adityanath and i clearly found yogi's clarity of th…,jhampakjhum
,"RT @AdvNareshMina1: A few days ago, Yogi Adityanath was having food at a Dalit's house. And today the UP Police beat up a 16-year-old Dalit…",Sugna_Tribal1
,RT @NewsArenaIndia: Yogi Adityanath : Samajwadi Party should be ready for an embarrassing defeat on 10th March.,sonis6801
,"RT @isaifpatel: Hi @navikakumar - I challenge you to ask the following questions to Yogi Adityanath or any BJP MP/MLA for that matter:

1-…",vinodhkvr
,"RT @ANINewsUP: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad, thi…",prashantarchu
,RT @iamFirki: rarely watch political stuff but yday watched lallantop interview of yogi adityanath and i clearly found yogi's clarity of th…,PhenomenalOP
,"RT @ItsAjay_LD: That's Enough Reason For Hindus Why We Support Yogi Adityanath Ji 🙏

#हिंदुओं_की_आवाज_योगी

@YogiDevnath2 https://t.co/cIqD…",Rajesh201963
,"A few days ago, Yogi Adityanath was having food at a Dalit's house. And today the UP Police beat up a 16-year-old D… https://t.co/Hoonwm6ytm",AdvNareshMina1
,"RT @das_Subodh_1: #Gorakhpur
#Ayecarry #SaturdayMotivation
😎Today the book Gyan Ganga written by Sant Rampal Ji Maharaj was presented to th…",KajalSh43466022
,RT @moderateright: I also think Amit Shah won't let Yogi ji rise. So wont be surprised if Yogi Adityanath looses.,myterri007
,"RT @ItsAjay_LD: That's Enough Reason For Hindus Why We Support Yogi Adityanath Ji 🙏

#हिंदुओं_की_आवाज_योगी

@YogiDevnath2 https://t.co/cIqD…",RajeshK48825860
,"RT @ANINewsUP: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad, thi…",AjayDay10756916
,RT @iamFirki: rarely watch political stuff but yday watched lallantop interview of yogi adityanath and i clearly found yogi's clarity of th…,ShuklajiHere11
,"RT @MinhazMerchant: #MOTN: When Modi retires to the Himalayas, who is best suited to be his successor as BJP’s prime ministerial candidate?…",C_K_Thakkar
,RT @moderateright: I also think Amit Shah won't let Yogi ji rise. So wont be surprised if Yogi Adityanath looses.,MikeDesai
,"RT @ANINewsUP: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad, thi…",Common_man_99
,RT @iamFirki: rarely watch political stuff but yday watched lallantop interview of yogi adityanath and i clearly found yogi's clarity of th…,VijayendraVerm4
,"RT @ItsAjay_LD: That's Enough Reason For Hindus Why We Support Yogi Adityanath Ji 🙏

#हिंदुओं_की_आवाज_योगी

@YogiDevnath2 https://t.co/cIqD…",SonalRa95564953
